Color: hsl(177, 100%, 50%)
52.813,703.860
55.992,703.830
57.920,703.870
57.649,703.830
57.008,703.870
56.770,703.850
56.484,703.870
57.705,703.870
57.973,703.870
57.813,703.870
51.281,703.860
51.688,703.870
52.385,703.840
52.581,703.810
53.017,703.840
44.536,703.860
56.674,703.840
55.938,703.870
56.353,703.870
56.556,703.860
54.791,703.840
55.634,703.870
56.055,703.870
56.245,703.850
56.449,703.860
57.305,703.850
57.502,703.860
56.188,703.800
56.406,703.800
56.617,703.780
56.821,703.800
57.045,703.820
57.242,703.810
57.439,703.810
57.860,703.820
58.070,703.820
57.315,703.820
57.526,703.820
57.737,703.820
57.947,703.820
58.144,703.830
54.398,703.870
55.030,703.870
56.049,703.870
53.991,703.870
54.485,703.860
54.906,703.860
55.292,703.840
54.391,703.870
57.385,703.860
57.588,703.850
57.996,703.840
57.909,703.850
76.039,703.580
75.800,703.580
74.449,703.580
74.873,703.550
74.158,703.570
72.834,703.570
73.445,703.570
74.070,703.580
72.964,703.580
73.372,703.570
73.238,703.550
73.631,703.570
73.828,703.570
74.046,703.540
74.867,703.530
74.792,703.520
75.003,703.520
75.424,703.540
75.104,703.540
75.022,703.530
75.838,703.550
76.239,703.570
74.850,703.580
75.018,703.580
74.653,703.540
76.062,703.560
74.649,703.530
74.417,703.540
73.024,703.550
73.656,703.550
72.631,703.560
72.353,703.580
72.550,703.550
72.747,703.560
73.168,703.560
73.589,703.540
73.786,703.550
73.983,703.550
74.186,703.530
74.383,703.510
74.593,703.510
75.057,703.510
75.260,703.520
72.817,703.560
73.028,703.550
73.428,703.520
74.242,703.490
74.446,703.490
74.657,703.500
74.181,703.480
74.385,703.490
74.581,703.490
75.221,703.510
75.628,703.530
74.991,703.580
75.202,703.570
75.405,703.560
75.098,703.550
75.301,703.570
73.706,703.580
73.917,703.580
74.113,703.570
74.324,703.570
74.528,703.570
74.717,703.550
74.907,703.520
75.132,703.530
75.342,703.550
75.539,703.540
74.260,703.550
74.464,703.540
74.864,703.500
75.074,703.510
75.285,703.520
75.503,703.540
75.707,703.570
75.903,703.580
76.317,703.580
76.528,703.580
74.797,703.490
75.211,703.510
75.422,703.530
75.612,703.550
76.061,703.580
76.251,703.580
75.471,703.530
75.900,703.570
76.110,703.570
76.307,703.570
76.510,703.580
76.035,703.530
74.169,703.570
62.744,703.730
62.941,703.730
67.144,703.730
66.660,703.730
66.205,703.730
66.171,703.710
66.375,703.710
67.592,703.730
67.375,703.730
67.475,703.730
67.702,703.700
67.450,703.720
67.310,703.690
67.205,703.720
66.980,703.720
67.652,703.730
67.700,703.700
63.144,703.730
63.769,703.730
64.521,703.730
64.725,703.710
66.873,703.690
67.069,703.670
67.273,703.670
67.470,703.660
67.688,703.650
66.586,703.680
66.782,703.680
66.979,703.670
67.182,703.660
67.386,703.640
67.618,703.640
67.807,703.650
65.539,703.680
65.736,703.700
65.947,703.700
65.667,703.710
65.871,703.710
66.082,703.700
66.278,703.690
66.489,703.690
66.679,703.680
66.889,703.690
67.114,703.680
67.521,703.670
67.725,703.670
67.555,703.690
67.752,703.690
64.278,703.730
64.475,703.710
64.882,703.730
65.093,703.730
64.555,703.720
66.409,703.730
65.011,703.730
65.222,703.730
