Color: hsl(177, 100%, 50%)
122.525,702.740
122.698,702.720
122.113,702.740
122.133,702.720
122.343,702.740
122.108,702.720
122.310,702.740
123.127,702.740
122.048,702.740
121.484,702.730
121.695,702.740
123.103,702.700
122.301,702.720
122.728,702.720
122.937,702.700
123.139,702.690
122.070,702.740
122.279,702.710
122.481,702.700
122.683,702.700
122.886,702.690
122.062,702.720
122.264,702.710
122.481,702.710
122.900,702.710
123.109,702.710
122.322,702.740
122.524,702.720
122.720,702.740
123.146,702.730
122.761,702.720
122.971,702.730
126.229,702.720
125.810,702.730
125.839,702.730
126.048,702.720
126.285,702.730
126.488,702.730
126.246,702.730
126.463,702.710
126.356,702.740
126.558,702.730
126.483,702.740
126.573,702.730
126.027,702.710
126.424,702.700
126.619,702.670
126.265,702.710
126.460,702.700
123.319,702.730
123.521,702.730
123.940,702.740
123.319,702.740
124.986,702.740
122.405,702.820
123.041,702.790
120.864,702.810
120.842,702.820
121.239,702.790
121.672,702.820
122.559,702.780
121.690,702.810
122.535,702.770
121.016,702.810
121.081,702.800
121.897,702.770
122.098,702.750
121.867,702.790
122.929,702.760
122.932,702.750
122.622,702.770
122.839,702.760
123.250,702.780
120.395,702.790
120.597,702.780
120.445,702.790
120.647,702.790
119.997,702.820
120.206,702.810
120.625,702.810
121.434,702.750
120.220,702.810
120.423,702.800
120.625,702.800
120.820,702.820
121.260,702.820
121.462,702.810
120.249,702.810
121.282,702.780
121.904,702.770
120.480,702.820
121.722,702.790
121.931,702.750
120.224,702.820
120.650,702.800
121.278,702.810
121.899,702.760
122.723,702.760
120.813,702.800
121.217,702.780
121.420,702.770
121.630,702.750
121.839,702.750
121.275,702.760
121.658,702.780
121.867,702.780
123.188,702.750
125.434,702.780
125.637,702.760
123.794,702.800
123.343,702.780
123.986,702.800
125.640,702.790
126.037,702.760
125.106,702.790
125.525,702.810
125.742,702.800
125.254,702.810
125.456,702.810
126.280,702.770
123.738,702.750
124.142,702.760
124.771,702.760
124.156,702.770
124.784,702.780
125.405,702.780
125.614,702.760
123.564,702.790
124.604,702.770
123.599,702.810
125.023,702.770
125.232,702.770
124.004,702.780
124.227,702.780
124.422,702.780
124.639,702.790
124.841,702.790
125.043,702.790
125.246,702.780
125.463,702.770
125.672,702.770
125.867,702.760
126.083,702.750
123.560,702.790
123.769,702.790
124.188,702.780
124.384,702.770
124.585,702.770
124.802,702.770
125.019,702.770
125.221,702.790
125.438,702.790
125.835,702.760
124.911,702.770
125.308,702.770
125.944,702.770
126.153,702.750
123.467,702.790
123.655,702.790
123.864,702.770
124.073,702.770
124.290,702.770
124.492,702.780
124.709,702.770
124.619,702.760
124.814,702.750
125.038,702.770
125.666,702.790
125.869,702.790
126.070,702.760
125.959,702.780
126.162,702.760
126.379,702.750
124.338,702.750
124.554,702.750
124.973,702.750
123.528,702.760
123.723,702.760
123.947,702.760
124.358,702.750
124.582,702.760
125.182,702.750
123.355,702.750
123.781,702.780
123.983,702.770
124.192,702.750
124.387,702.750
124.813,702.760
123.390,702.750
118.573,703.040
118.400,703.130
118.587,703.080
117.815,703.220
118.016,703.150
118.617,703.000
117.778,703.220
117.981,703.150
118.176,703.100
118.364,703.030
117.966,703.170
118.169,703.070
118.400,703.010
118.602,703.000
118.212,703.060
118.134,703.160
117.967,703.200
118.155,703.130
118.350,703.070
118.545,703.010
117.808,703.210
118.003,703.170
118.205,703.090
118.407,703.030
118.056,703.200
118.329,703.080
118.538,703.040
122.217,702.850
119.571,702.890
120.185,702.830
120.242,702.830
120.430,702.850
121.044,702.830
118.797,703.040
119.389,702.920
119.801,702.870
119.230,702.940
120.466,702.840
120.885,702.850
121.087,702.830
121.484,702.830
121.701,702.840
120.284,702.850
120.689,702.860
120.891,702.880
121.122,702.950
121.331,702.920
121.527,702.850
120.447,702.830
120.860,702.850
121.083,702.860
121.487,702.830
125.750,702.830
119.383,702.910
119.773,702.840
119.961,702.830
118.820,702.970
119.007,702.940
119.209,702.930
119.426,702.900
119.636,702.880
119.838,702.860
120.054,702.830
119.802,702.850
118.783,702.990
118.992,702.950
119.187,702.920
119.404,702.900
119.600,702.870
121.044,702.840
118.992,702.980
119.187,702.930
119.606,702.880
120.011,702.830
118.819,702.970
119.021,702.940
119.440,702.900
119.635,702.870
119.830,702.850
120.040,702.840
120.668,702.830
119.049,702.930
119.244,702.910
119.439,702.900
119.649,702.850
119.872,702.850
120.068,702.830
118.755,702.990
118.733,702.990
118.935,702.970
119.131,702.930
119.340,702.930
119.557,702.900
119.766,702.880
118.964,702.970
119.173,702.940
117.876,703.310
117.764,703.310
117.778,703.260
116.787,703.620
116.998,703.530
117.186,703.460
117.395,703.390
117.583,703.300
116.838,703.610
117.012,703.510
117.207,703.420
117.410,703.320
117.619,703.240
116.990,703.610
117.186,703.520
117.583,703.300
117.059,703.580
117.262,703.490
117.471,703.430
117.659,703.330
117.157,703.570
117.338,703.450
117.534,703.360
117.729,703.300
117.931,703.240
116.976,703.620
117.164,703.530
117.367,703.450
117.569,703.390
117.026,703.590
117.222,703.470
117.424,703.390
117.612,703.320
117.381,703.390
94.745,703.900
94.879,703.860
94.588,703.960
94.240,704.100
93.920,704.210
93.666,704.230
93.368,704.290
93.092,704.380
94.746,703.810
94.427,703.940
94.128,704.020
93.838,704.110
94.941,703.840
94.643,703.940
93.907,704.080
94.304,703.950
93.826,704.130
93.959,704.080
94.357,703.980
93.533,704.210
93.250,704.310
92.959,704.340
92.669,704.400
92.415,704.410
93.460,704.250
93.177,704.310
92.879,704.420
93.213,704.440
93.150,704.400
92.691,704.380
93.283,704.200
92.707,704.360
93.300,704.230
94.346,704.040
94.041,704.130
93.728,704.220
94.680,704.020
94.390,704.110
94.077,704.210
93.809,704.250
94.717,703.930
94.383,704.110
94.129,704.130
93.759,704.320
93.483,704.360
94.236,704.210
93.960,704.250
93.605,704.450
93.715,704.130
93.924,704.100
94.141,704.070
93.911,704.100
94.092,704.020
93.529,704.330
94.332,704.070
93.400,704.280
94.194,704.090
94.389,704.030
94.534,704.110
94.685,703.830
94.894,703.760
94.109,703.990
94.514,703.870
94.702,703.800
94.904,703.770
92.785,704.280
92.987,704.240
93.204,704.210
93.421,704.180
93.616,704.140
94.013,704.050
94.201,703.990
94.404,703.930
94.613,703.860
94.809,703.800
94.559,703.900
94.747,703.810
